index,Datetime,Open,High,Low,Close,Volume,trade_counter,local_min,trigger,triggered,buy_price,local_max,sell_target,sell_signal,capital,in_trade,no_trade_capital
1461,2024-04-11,0.038304999470710754,0.03901899978518486,0.03744899854063988,0.038440998643636703,1691971,0,0.038440998643636703,0.04190068852156401,False,,,,False,1000.0,False,1000.0000000000001
1462,2024-04-12,0.03184400126338005,0.03926699981093407,0.030897999182343483,0.038270000368356705,2417371,0,0.038270000368356705,0.04171430040150881,False,,,,False,1000.0,False,995.5516692772418
1463,2024-04-13,0.027421999722719193,0.03247300162911415,0.024954000487923622,0.031870998442173004,2622490,0,0.031870998442173004,0.03473938830196858,False,,,,False,1000.0,False,829.0887221122895
1464,2024-04-14,0.02995700016617775,0.030189000070095062,0.0261400006711483,0.02741299942135811,1927374,0,0.02741299942135811,0.02988016936928034,False,,,,False,1000.0,False,713.1188155512681
1465,2024-04-15,0.027567999437451363,0.031070999801158905,0.02743300050497055,0.0299919992685318,1545082,1,0.02741299942135811,0.02988016936928034,True,0.0299919992685318,,,False,1000.0,False,780.2086399099442
1466,2024-04-16,0.028140999376773834,0.028612999245524406,0.026169000193476677,0.027542000636458397,1577590,1,,,False,,0.0299919992685318,0.029242199286818503,False,918.3115933640346,True,716.4746392720872
1467,2024-04-17,0.02656400017440319,0.02827499993145466,0.02577199973165989,0.028175000101327896,1129646,1,,,False,,0.0299919992685318,0.029242199286818503,False,939.4172042038447,True,732.941419199884
1468,2024-04-18,0.028473999351263046,0.02880699932575226,0.02623699977993965,0.026541000232100487,1340340,1,,,False,,0.0299919992685318,0.029242199286818503,False,884.9360122500348,True,690.4347225249293
1469,2024-04-19,0.030009999871253967,0.03116700053215027,0.026698000729084015,0.02846500091254711,2510242,1,,,False,,0.0299919992685318,0.029242199286818503,False,949.0864766195548,True,740.4854690802639
1470,2024-04-20,0.03221699967980385,0.03239599987864494,0.029722999781370163,0.0299919992685318,1549439,1,,,False,,0.0299919992685318,0.029242199286818503,False,1000.0,True,780.2086399099442
1471,2024-04-21,0.031748998910188675,0.032614998519420624,0.03117400035262108,0.03221699967980385,1374152,1,,,False,,0.03221699967980385,0.03141157468780875,False,1074.1864652419674,True,838.0895610561059
1472,2024-04-22,0.0325470007956028,0.03289499878883362,0.03151699900627136,0.03174100071191788,1463583,1,,,False,,0.03221699967980385,0.03141157468780875,False,1058.3156003614993,True,825.7069751535214
1473,2024-04-23,0.032673001289367676,0.03306499868631363,0.031615000218153,0.03250499814748764,1868517,1,,,False,,0.03250499814748764,0.03169237319380045,False,1083.7889750681786,True,845.581522187336
1474,2024-04-24,0.03017299994826317,0.03323400020599365,0.02986299991607666,0.03268999978899956,2644283,1,,,False,,0.03268999978899956,0.03187274979427457,False,1089.9573415000232,True,850.3941349715916
1475,2024-04-25,0.030672000721096992,0.03127700090408325,0.0294950008392334,0.030184000730514526,1640990,1,,,False,,0.03268999978899956,0.03187274979427457,True,1006.4017560237866,True,785.203345270298
1476,2024-04-26,0.028845999389886856,0.03080499917268753,0.02876099944114685,0.030628999695181847,1562679,1,0.030628999695181847,0.033385609667748214,False,,,,False,1006.4017560237866,False,796.7795004267401
1477,2024-04-27,0.029426999390125275,0.029714999720454216,0.027939999476075172,0.028863999992609024,1241394,1,0.028863999992609024,0.03146175999194384,False,,,,False,1006.4017560237866,False,750.8649881911172
1478,2024-04-28,0.028409000486135483,0.030148999765515327,0.02830599993467331,0.02944299951195717,1076772,1,0.028863999992609024,0.03146175999194384,False,,,,False,1006.4017560237866,False,765.9270193499771
1479,2024-04-29,0.027320999652147293,0.028553999960422516,0.027093999087810516,0.02836799994111061,1413594,1,0.02836799994111061,0.03092111993581057,False,,,,False,1006.4017560237866,False,737.9620962528372
1480,2024-04-30,0.024323999881744385,0.027513999491930008,0.023339999839663506,0.02728700079023838,2263244,1,0.02728700079023838,0.029742830861359836,False,,,,False,1006.4017560237866,False,709.8411007268488
1481,2024-05-01,0.024320000782608986,0.02464199997484684,0.02254300005733967,0.024323999881744385,1348680,1,0.024323999881744385,0.02651315987110138,False,,,,False,1006.4017560237866,False,632.7619141021155
1482,2024-05-02,0.025818999856710434,0.02609900012612343,0.023574000224471092,0.02431200072169304,1468078,1,0.02431200072169304,0.026500080786645414,False,,,,False,1006.4017560237866,False,632.4497692444186
1483,2024-05-03,0.02607700042426586,0.02761000022292137,0.025807000696659088,0.025844000279903412,3240999,1,0.02431200072169304,0.026500080786645414,False,,,,False,1006.4017560237866,False,672.3030408103479
1484,2024-05-04,0.02623800002038479,0.0264079999178648,0.025630999356508255,0.026086999103426933,1478840,1,0.02431200072169304,0.026500080786645414,False,,,,False,1006.4017560237866,False,678.6243860432388
1485,2024-05-05,0.02633499912917614,0.026405999436974525,0.025609999895095825,0.02619599923491478,1016181,1,0.02431200072169304,0.026500080786645414,False,,,,False,1006.4017560237866,False,681.4599037283625
1486,2024-05-06,0.02638700045645237,0.027441000565886497,0.026007000356912613,0.026327000930905342,1638459,1,0.02431200072169304,0.026500080786645414,False,,,,False,1006.4017560237866,False,684.8677677436812
1487,2024-05-07,0.02615799941122532,0.027590999379754066,0.02611899934709072,0.02638700045645237,2087590,1,0.02431200072169304,0.026500080786645414,False,,,,False,1006.4017560237866,False,686.4285889414665
1488,2024-05-08,0.026156999170780182,0.026758000254631042,0.02516300044953823,0.026148999109864235,1630092,1,0.02431200072169304,0.026500080786645414,False,,,,False,1006.4017560237866,False,680.2372475355238
1489,2024-05-09,0.02629600092768669,0.026350000873208046,0.024790000170469284,0.026095999404788017,1530059,1,0.02431200072169304,0.026500080786645414,False,,,,False,1006.4017560237866,False,678.8585189138367
1490,2024-05-10,0.024746999144554138,0.027696000412106514,0.02447899989783764,0.026312999427318573,2471416,1,0.02431200072169304,0.026500080786645414,False,,,,False,1006.4017560237866,False,684.5035341368342
1491,2024-05-11,0.02492300048470497,0.026064999401569366,0.02472900040447712,0.024746999144554138,1145437,1,0.02431200072169304,0.026500080786645414,False,,,,False,1006.4017560237866,False,643.765771383013
1492,2024-05-12,0.025002000853419304,0.02546600066125393,0.02485799975693226,0.024955999106168747,1126430,1,0.02431200072169304,0.026500080786645414,False,,,,False,1006.4017560237866,False,649.2026738826625
1493,2024-05-13,0.024569999426603317,0.025377999991178513,0.023579999804496765,0.025002000853419304,1227633,1,0.02431200072169304,0.026500080786645414,False,,,,False,1006.4017560237866,False,650.3993583829017
1494,2024-05-14,0.023740999400615692,0.024754000827670097,0.02299400046467781,0.02454500086605549,1163787,1,0.02431200072169304,0.026500080786645414,False,,,,False,1006.4017560237866,False,638.5110099141123
1495,2024-05-15,0.024066999554634094,0.027406999841332436,0.02348499931395054,0.023732999339699745,4553720,1,0.023732999339699745,0.025868969280272724,False,,,,False,1006.4017560237866,False,617.3876896309084
1496,2024-05-16,0.02303900010883808,0.024457000195980072,0.02281999960541725,0.024042999371886253,2047740,1,0.023732999339699745,0.025868969280272724,False,,,,False,1006.4017560237866,False,625.4519970923334
1497,2024-05-17,0.02369300089776516,0.023979000747203827,0.022924000397324562,0.023029999807476997,1313744,1,0.023029999807476997,0.025102699790149927,False,,,,False,1006.4017560237866,False,599.0999354874785
1498,2024-05-18,0.024160999804735184,0.024205999448895454,0.02343199960887432,0.02369300089776516,1218434,1,0.023029999807476997,0.025102699790149927,False,,,,False,1006.4017560237866,False,616.3471744688184
1499,2024-05-19,0.023559000343084335,0.024312999099493027,0.02352900058031082,0.02412799932062626,1477314,1,0.023029999807476997,0.025102699790149927,False,,,,False,1006.4017560237866,False,627.6631766074128
1500,2024-05-20,0.025937000289559364,0.025971999391913414,0.023365000262856483,0.023559000343084335,1897492,1,0.023029999807476997,0.025102699790149927,False,,,,False,1006.4017560237866,False,612.8612984664006
1501,2024-05-21,0.026117999106645584,0.026822000741958618,0.025698000565171242,0.025937000289559364,1903974,2,0.023029999807476997,0.025102699790149927,True,0.025937000289559364,,,False,1006.4017560237866,False,674.7223330487753
1502,2024-05-22,0.025699999183416367,0.026196999475359917,0.02515299990773201,0.026117999106645584,1188900,2,,,False,,0.026117999106645584,0.025465049128979445,False,1013.4248321436231,True,679.4308167893813
1503,2024-05-23,0.024802999570965767,0.026283999904990196,0.02396400086581707,0.025673000141978264,2275077,2,,,False,,0.026117999106645584,0.025465049128979445,False,996.1580806122121,True,667.8546616329392
1504,2024-05-24,0.02498999983072281,0.02498999983072281,0.023865999653935432,0.024802999570965767,1441372,2,,,False,,0.026117999106645584,0.025465049128979445,False,962.4005106297989,True,645.2225604464495
1505,2024-05-25,0.025709999725222588,0.02573399990797043,0.02483999915421009,0.024940000846982002,922847,2,,,False,,0.026117999106645584,0.025465049128979445,False,967.7164038796338,True,648.7864968906167
1506,2024-05-26,0.026138000190258026,0.02659899927675724,0.025333000347018242,0.025724999606609344,2259243,2,,,False,,0.026117999106645584,0.025465049128979445,False,998.1757523526902,True,669.2073701073765
1507,2024-05-27,0.02647400088608265,0.02708600088953972,0.025784999132156372,0.026151999831199646,1820678,2,,,False,,0.026151999831199646,0.025498199835419653,False,1014.744120747366,True,680.3153079772733
1508,2024-05-28,0.026352999731898308,0.02647400088608265,0.02549700066447258,0.02647400088608265,1349880,2,,,False,,0.02647400088608265,0.025812150863930582,False,1027.238334552276,True,688.6918087510455
1509,2024-05-29,0.026441000401973724,0.027428999543190002,0.02633499912917614,0.026362000033259392,1951450,2,,,False,,0.02647400088608265,0.025812150863930582,False,1022.8925022008432,True,685.7782306241725
1510,2024-05-30,0.02635899931192398,0.02755500003695488,0.025621000677347183,0.026441000401973724,1900748,2,,,False,,0.02647400088608265,0.025812150863930582,False,1025.9578570573428,True,687.8333377104035
1511,2024-05-31,0.026729999110102654,0.026844000443816185,0.02580299973487854,0.02637599967420101,2154692,2,,,False,,0.02647400088608265,0.025812150863930582,False,1023.4357131762857,True,686.142415776369
1512,2024-06-01,0.02633499912917614,0.026684999465942383,0.026064999401569366,0.026676999405026436,1176538,2,,,False,,0.026676999405026436,0.026010074419900775,False,1035.1150382440862,True,693.9725903671962
1513,2024-06-02,0.025794999673962593,0.026598000898957253,0.025601999834179878,0.026342999190092087,943087,2,,,False,,0.026676999405026436,0.026010074419900775,False,1022.1552356813526,True,685.2839447357269
1514,2024-06-03,0.026288999244570732,0.02702699974179268,0.025750000029802322,0.025786999613046646,1485471,2,,,False,,0.026676999405026436,0.026010074419900775,True,1000.5814629073184,True,670.8202315996615
1515,2024-06-04,0.027518000453710556,0.027852000668644905,0.02592799998819828,0.026288000866770744,1375143,2,0.026288000866770744,0.028653920944780115,False,,,,False,1000.5814629073184,False,683.8532242741906
1516,2024-06-05,0.028717000037431717,0.028884999454021454,0.02751299925148487,0.027535000815987587,1964782,2,0.026288000866770744,0.028653920944780115,False,,,,False,1000.5814629073184,False,716.2925466959889
1517,2024-06-06,0.028294000774621964,0.0288270004093647,0.027922000735998154,0.028707999736070633,1450882,3,0.026288000866770744,0.028653920944780115,True,0.028707999736070633,,,False,1000.5814629073184,False,746.8068143131549
1518,2024-06-07,0.025870999321341515,0.02886500023305416,0.025474000722169876,0.028286000713706017,1888757,3,,,False,,0.028707999736070633,0.027990299742668867,False,985.8732142301209,True,735.8289771795072
