index,Datetime,Open,High,Low,Close,Volume,trade_counter,local_min,trigger,triggered,buy_price,local_max,sell_target,sell_signal,capital,in_trade,no_trade_capital
1412,2024-04-24,8.476228713989258,9.340349197387695,8.35294246673584,8.995514869689941,203586511,0,8.995514869689941,9.26538031578064,False,,,,False,1000.0,False,1000.0
1413,2024-04-25,8.624981880187988,8.853211402893066,8.248045921325684,8.47640609741211,152902407,0,8.47640609741211,8.730698280334472,False,,,,False,1000.0,False,942.2924891128856
1414,2024-04-26,8.126982688903809,8.685126304626465,8.072386741638184,8.624981880187988,133079560,0,8.47640609741211,8.730698280334472,False,,,,False,1000.0,False,958.8091404583799
1415,2024-04-27,8.072186470031738,8.215739250183105,7.758063793182373,8.126982688903809,186894679,0,8.126982688903809,8.370792169570922,False,,,,False,1000.0,False,903.4483080326374
1416,2024-04-28,7.955926895141602,8.39649772644043,7.8865132331848145,8.072186470031738,162531624,0,8.072186470031738,8.31435206413269,False,,,,False,1000.0,False,897.3568035811575
1417,2024-04-29,7.884811878204346,8.079447746276855,7.599846839904785,7.955926895141602,120468213,0,7.955926895141602,8.19460470199585,False,,,,False,1000.0,False,884.4326323053289
1418,2024-04-30,7.351409912109375,7.990324020385742,7.0173211097717285,7.884850025177002,161794483,0,7.884850025177002,8.121395525932313,False,,,,False,1000.0,False,876.5312646799925
1419,2024-05-01,7.658843994140625,7.826231956481934,6.900152206420898,7.351391792297363,225058597,0,7.351391792297363,7.571933546066284,False,,,,False,1000.0,False,817.2285743273694
1420,2024-05-02,7.831577777862549,7.938222885131836,7.318257808685303,7.658843994140625,144265262,1,7.351391792297363,7.571933546066284,True,7.658843994140625,,,False,1000.0,False,851.4069628128591
1421,2024-05-03,8.242426872253418,8.385153770446777,7.6428141593933105,7.831577777862549,146739872,1,,,False,,7.831577777862549,7.792419888973236,False,1022.5535059669675,True,870.6091748289766
1422,2024-05-04,8.948328971862793,9.082809448242188,8.24171257019043,8.242392539978027,244358512,1,,,False,,8.242392539978027,8.201180577278137,False,1076.1927709043093,True,916.2780184767931
1423,2024-05-05,9.872990608215332,9.992548942565918,8.78798770904541,8.948326110839844,350060919,1,,,False,,8.948326110839844,8.903584480285645,False,1168.365110672803,True,994.7541903344412
1424,2024-05-06,9.946264266967773,10.142888069152832,9.597094535827637,9.872983932495117,371432436,1,,,False,,9.872983932495117,9.823619012832642,False,1289.0958400573784,True,1097.545173957944
1425,2024-05-07,10.326770782470703,10.840872764587402,9.945956230163574,9.946264266967773,491634696,1,,,False,,9.946264266967773,9.896532945632934,False,1298.6639073177535,True,1105.691493044089
1426,2024-05-08,9.879263877868652,10.541699409484863,9.43757152557373,10.326804161071777,403158062,1,,,False,,10.326804161071777,10.275170140266418,False,1348.3502430617816,True,1147.9947852532118
1427,2024-05-09,10.836725234985352,11.314362525939941,9.874982833862305,9.879263877868652,594461901,1,,,False,,10.326804161071777,10.275170140266418,True,1289.915800011954,True,1098.2432935724971
1428,2024-05-10,10.967300415039062,11.569718360900879,10.768158912658691,10.836725234985352,516224852,1,10.836725234985352,11.161826992034912,False,,,,False,1289.915800011954,False,1204.6809317718212
1429,2024-05-11,10.945088386535645,11.26240062713623,10.639290809631348,10.967300415039062,250215492,1,10.836725234985352,11.161826992034912,False,,,,False,1289.915800011954,False,1219.1965189222221
1430,2024-05-12,10.81902027130127,11.088647842407227,10.779647827148438,10.945077896118164,172172729,1,10.836725234985352,11.161826992034912,False,,,,False,1289.915800011954,False,1216.7261190348543
1431,2024-05-13,11.245508193969727,11.463232040405273,10.29033088684082,10.81902027130127,450954870,1,10.81902027130127,11.143590879440309,False,,,,False,1289.915800011954,False,1202.712732737018
