index,Datetime,Open,High,Low,Close,Volume,trade_counter,local_min,trigger,triggered,buy_price,local_max,sell_target,sell_signal,capital,no_trade_capital
13242,2025-03-18 19:00:00+00:00,0.12045268714427948,0.12045268714427948,0.12045268714427948,0.12045268714427948,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1000.0
13243,2025-03-18 19:05:00+00:00,0.12047627568244934,0.12051185220479965,0.12047627568244934,0.12051185220479965,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1000.4911892123196
13244,2025-03-18 19:15:00+00:00,0.12053690105676651,0.12053690105676651,0.12053690105676651,0.12053690105676651,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1000.6991451538657
13245,2025-03-18 19:20:00+00:00,0.120724156498909,0.120724156498909,0.120724156498909,0.120724156498909,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1002.2537426193269
13246,2025-03-18 19:25:00+00:00,0.12078485637903214,0.12078485637903214,0.12078485637903214,0.12078485637903214,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1002.7576739268155
13247,2025-03-18 19:30:00+00:00,0.12067557871341705,0.12067557871341705,0.12067557871341705,0.12067557871341705,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1001.8504491217418
13248,2025-03-18 19:35:00+00:00,0.1210092157125473,0.1210092157125473,0.1210092157125473,0.1210092157125473,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1004.6203084502482
13249,2025-03-18 19:40:00+00:00,0.12118664383888245,0.12118664383888245,0.12118664383888245,0.12118664383888245,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1006.0933193937286
13250,2025-03-18 19:45:00+00:00,0.1212153434753418,0.1212153434753418,0.1212153434753418,0.1212153434753418,23174,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1006.3315842024247
13251,2025-03-18 19:50:00+00:00,0.12101063877344131,0.12101063877344131,0.12101063877344131,0.12101063877344131,53352,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1004.6321227229536
13252,2025-03-18 19:55:00+00:00,0.12104346603155136,0.12104346603155136,0.12104346603155136,0.12104346603155136,64676,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1004.9046551079781
13253,2025-03-18 20:00:00+00:00,0.12132769078016281,0.12132769078016281,0.12132769078016281,0.12132769078016281,32503,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1007.2642931978367
13254,2025-03-18 20:05:00+00:00,0.12124378234148026,0.12124378234148026,0.12124378234148026,0.12124378234148026,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1006.5676840920385
13255,2025-03-18 20:10:00+00:00,0.12127020955085754,0.12127020955085754,0.12127020955085754,0.12127020955085754,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1006.7870831773045
13256,2025-03-18 20:15:00+00:00,0.12088514864444733,0.12088514864444733,0.12088514864444733,0.12088514864444733,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1003.5903018058023
13257,2025-03-18 20:20:00+00:00,0.12068527191877365,0.12068527191877365,0.12068527191877365,0.12068527191877365,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1001.930922256766
13258,2025-03-18 20:25:00+00:00,0.120710588991642,0.120710588991642,0.120710588991642,0.120710588991642,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1002.1411049722253
13259,2025-03-18 20:30:00+00:00,0.12070129066705704,0.12070129066705704,0.12070129066705704,0.12070129066705704,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1002.0639101432397
13260,2025-03-18 20:35:00+00:00,0.12064864486455917,0.12064864486455917,0.12064864486455917,0.12064864486455917,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1001.6268439079734
13261,2025-03-18 20:40:00+00:00,0.12062881141901016,0.12062881141901016,0.12062881141901016,0.12062881141901016,18472,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1001.4621863480697
13262,2025-03-18 20:45:00+00:00,0.12049106508493423,0.12049106508493423,0.12049106508493423,0.12049106508493423,29914,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1000.3186142340584
13263,2025-03-18 20:50:00+00:00,0.12051835656166077,0.12051835656166077,0.12051835656166077,0.12051835656166077,6503,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1000.5451884797109
13264,2025-03-18 20:55:00+00:00,0.12090153992176056,0.12090153992176056,0.12090153992176056,0.12090153992176056,9535,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1003.7263824338219
13265,2025-03-18 21:00:00+00:00,0.12122037261724472,0.12122037261724472,0.12122037261724472,0.12122037261724472,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1006.3733362132942
13266,2025-03-18 21:05:00+00:00,0.12114881724119186,0.12114881724119186,0.12114881724119186,0.12114881724119186,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1005.7792824171581
13267,2025-03-18 21:10:00+00:00,0.12134888768196106,0.12134888768196106,0.12134888768196106,0.12134888768196106,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1007.4402701917982
13268,2025-03-18 21:15:00+00:00,0.1212754175066948,0.1212754175066948,0.1212754175066948,0.1212754175066948,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1006.8303197041162
13269,2025-03-18 21:20:00+00:00,0.12153610587120056,0.12153610587120056,0.12153610587120056,0.12153610587120056,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1008.9945583831048
13270,2025-03-18 21:25:00+00:00,0.12166693061590195,0.12166693061590195,0.12166693061590195,0.12166693061590195,678,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1010.0806673591933
13271,2025-03-18 21:30:00+00:00,0.12197966128587723,0.12197966128587723,0.12197966128587723,0.12197966128587723,18672,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1012.6769620321439
13272,2025-03-18 21:35:00+00:00,0.12202933430671692,0.12202933430671692,0.12202933430671692,0.12202933430671692,3467,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1013.089348189874
13273,2025-03-18 21:40:00+00:00,0.121962770819664,0.121962770819664,0.121962770819664,0.121962770819664,936,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1012.5367371304529
13274,2025-03-18 21:45:00+00:00,0.12169605493545532,0.12169605493545532,0.12169605493545532,0.12169605493545532,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1010.3224578932517
13275,2025-03-18 21:50:00+00:00,0.12157265841960907,0.12157265841960907,0.12157265841960907,0.12157265841960907,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1009.2980181835884
13276,2025-03-18 21:55:00+00:00,0.12161228060722351,0.12161228060722351,0.12161228060722351,0.12161228060722351,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1009.6269621744101
13277,2025-03-18 22:00:00+00:00,0.12167299538850784,0.12167299538850784,0.12167299538850784,0.12167299538850784,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1010.1310171915605
13278,2025-03-18 22:05:00+00:00,0.1219797357916832,0.1219797357916832,0.12197521328926086,0.12197521328926086,6236,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1012.640034698086
13279,2025-03-18 22:15:00+00:00,0.12206245213747025,0.12206245213747025,0.12206245213747025,0.12206245213747025,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1013.3642929133043
13280,2025-03-18 22:20:00+00:00,0.12218011915683746,0.12218011915683746,0.12218011915683746,0.12218011915683746,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1014.3411662579917
13281,2025-03-18 22:25:00+00:00,0.12223660945892334,0.12223660945892334,0.12223660945892334,0.12223660945892334,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1014.8101495860118
13282,2025-03-18 22:30:00+00:00,0.12224511057138443,0.12224511057138443,0.12224511057138443,0.12224511057138443,113,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1014.8807259480892
13283,2025-03-18 22:35:00+00:00,0.12216844409704208,0.12216844409704208,0.12216844409704208,0.12216844409704208,3839,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1014.2442397379433
13284,2025-03-18 22:40:00+00:00,0.12217018008232117,0.12217018008232117,0.12217018008232117,0.12217018008232117,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1014.2586519135472
13285,2025-03-18 22:45:00+00:00,0.12221455574035645,0.12221455574035645,0.12221455574035645,0.12221455574035645,0,0,0.12045268714427948,0.12647532150149346,False,,,,False,1000.0,1014.6270592864946
